,country,year,country_year,index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure
526,Malta,2020,Malta_2020,0.58,0.22,0.5,0.17,0.0,0.5,0.33,1.0,0.17,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
527,Malta,2021,Malta_2021,0.58,0.22,0.5,0.17,0.0,0.5,0.33,1.0,0.17,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
528,Malta,2022,Malta_2022,0.58,0.22,0.5,0.17,0.0,0.5,0.33,1.0,0.17,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
529,Moldova,2000,Moldova_2000,0.51,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.74,0.88,0.66,0.67,0.5,0.83,0.67,0.0
530,Moldova,2001,Moldova_2001,0.51,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.74,0.88,0.66,0.67,0.5,0.83,0.67,0.0
531,Moldova,2002,Moldova_2002,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
532,Moldova,2003,Moldova_2003,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
533,Moldova,2004,Moldova_2004,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
534,Moldova,2005,Moldova_2005,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
535,Moldova,2006,Moldova_2006,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
536,Moldova,2007,Moldova_2007,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
537,Moldova,2008,Moldova_2008,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
538,Moldova,2009,Moldova_2009,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
539,Moldova,2010,Moldova_2010,0.53,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.5,0.83,0.67,0.0
540,Moldova,2011,Moldova_2011,0.55,0.33,0.5,0.5,0.0,0.32,0.0,0.12,0.83,0.67,0.5,0.5,1.0,0.85,0.88,0.66,1.0,0.56,0.83,0.67,0.17
541,Moldova,2012,Moldova_2012,0.7,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.85,0.88,0.66,1.0,0.56,0.83,0.67,0.17
542,Moldova,2013,Moldova_2013,0.72,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.85,0.88,0.66,1.0,0.67,0.83,0.67,0.5
543,Moldova,2014,Moldova_2014,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
544,Moldova,2015,Moldova_2015,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
545,Moldova,2016,Moldova_2016,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
546,Moldova,2017,Moldova_2017,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
547,Moldova,2018,Moldova_2018,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
548,Moldova,2019,Moldova_2019,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
549,Moldova,2020,Moldova_2020,0.74,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.83,0.67,0.67
550,Moldova,2021,Moldova_2021,0.73,0.33,0.5,0.5,0.0,0.96,1.0,0.88,1.0,0.79,0.62,0.75,1.0,0.9,0.88,0.83,1.0,0.67,0.67,0.67,0.67
551,Moldova,2022,Moldova_2022,0.77,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.9,0.88,0.83,1.0,0.72,0.5,1.0,0.67
552,Montenegro,2000,Montenegro_2000,0.56,0.33,0.0,0.0,1.0,0.75,1.0,1.0,0.25,0.75,0.75,0.5,1.0,0.56,0.5,0.5,0.67,0.42,0.5,0.44,0.33
553,Montenegro,2001,Montenegro_2001,0.56,0.33,0.0,0.0,1.0,0.75,1.0,1.0,0.25,0.75,0.75,0.5,1.0,0.56,0.5,0.5,0.67,0.42,0.5,0.44,0.33
554,Montenegro,2002,Montenegro_2002,0.73,0.67,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.58,0.5,0.58,0.67,0.65,0.83,0.44,0.67
555,Montenegro,2003,Montenegro_2003,0.73,0.67,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.58,0.5,0.58,0.67,0.65,0.83,0.44,0.67
556,Montenegro,2004,Montenegro_2004,0.75,0.67,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.69,0.5,0.58,1.0,0.65,0.83,0.44,0.67
557,Montenegro,2005,Montenegro_2005,0.75,0.67,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.69,0.5,0.58,1.0,0.65,0.83,0.44,0.67
558,Montenegro,2006,Montenegro_2006,0.75,0.67,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.69,0.5,0.58,1.0,0.65,0.83,0.44,0.67
559,Montenegro,2007,Montenegro_2007,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.69,0.5,0.58,1.0,0.56,0.67,0.33,0.67
560,Montenegro,2008,Montenegro_2008,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
561,Montenegro,2009,Montenegro_2009,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
562,Montenegro,2010,Montenegro_2010,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
563,Montenegro,2011,Montenegro_2011,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
564,Montenegro,2012,Montenegro_2012,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
565,Montenegro,2013,Montenegro_2013,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
566,Montenegro,2014,Montenegro_2014,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.76,0.62,0.67,1.0,0.67,0.67,0.67,0.67
567,Montenegro,2015,Montenegro_2015,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
568,Montenegro,2016,Montenegro_2016,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
569,Montenegro,2017,Montenegro_2017,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
570,Montenegro,2018,Montenegro_2018,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
571,Montenegro,2019,Montenegro_2019,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
572,Montenegro,2020,Montenegro_2020,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
573,Montenegro,2021,Montenegro_2021,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
574,Montenegro,2022,Montenegro_2022,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.67,0.67,1.0
575,North Macedonia,2000,North Macedonia_2000,0.68,1.0,1.0,1.0,1.0,0.42,1.0,0.25,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
576,North Macedonia,2001,North Macedonia_2001,0.68,1.0,1.0,1.0,1.0,0.42,1.0,0.25,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
577,North Macedonia,2002,North Macedonia_2002,0.68,1.0,1.0,1.0,1.0,0.42,1.0,0.25,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
578,North Macedonia,2003,North Macedonia_2003,0.68,1.0,1.0,1.0,1.0,0.42,1.0,0.25,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
579,North Macedonia,2004,North Macedonia_2004,0.68,1.0,1.0,1.0,1.0,0.42,1.0,0.25,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
580,North Macedonia,2005,North Macedonia_2005,0.68,1.0,1.0,1.0,1.0,0.42,1.0,0.25,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
581,North Macedonia,2006,North Macedonia_2006,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
582,North Macedonia,2007,North Macedonia_2007,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
583,North Macedonia,2008,North Macedonia_2008,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
584,North Macedonia,2009,North Macedonia_2009,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.56,0.67,0.33,0.67
585,North Macedonia,2010,North Macedonia_2010,0.72,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.67,1.0,0.33,0.67
586,North Macedonia,2011,North Macedonia_2011,0.72,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.67,1.0,0.33,0.67
587,North Macedonia,2012,North Macedonia_2012,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
588,North Macedonia,2013,North Macedonia_2013,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
589,North Macedonia,2014,North Macedonia_2014,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
590,North Macedonia,2015,North Macedonia_2015,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
591,North Macedonia,2016,North Macedonia_2016,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
592,North Macedonia,2017,North Macedonia_2017,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
593,North Macedonia,2018,North Macedonia_2018,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
594,North Macedonia,2019,North Macedonia_2019,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
595,North Macedonia,2020,North Macedonia_2020,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
596,North Macedonia,2021,North Macedonia_2021,0.72,0.89,1.0,1.0,0.67,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
597,North Macedonia,2022,North Macedonia_2022,0.74,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.63,0.38,0.5,1.0,0.79,0.38,1.0,1.0,0.78,1.0,0.33,1.0
598,Norway,2000,Norway_2000,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
599,Norway,2001,Norway_2001,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
600,Norway,2002,Norway_2002,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
601,Norway,2003,Norway_2003,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
602,Norway,2004,Norway_2004,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
603,Norway,2005,Norway_2005,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
604,Norway,2006,Norway_2006,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
605,Norway,2007,Norway_2007,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
606,Norway,2008,Norway_2008,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
607,Norway,2009,Norway_2009,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
608,Norway,2010,Norway_2010,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
609,Norway,2011,Norway_2011,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
610,Norway,2012,Norway_2012,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
611,Norway,2013,Norway_2013,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
612,Norway,2014,Norway_2014,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
613,Norway,2015,Norway_2015,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
614,Norway,2016,Norway_2016,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
615,Norway,2017,Norway_2017,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
616,Norway,2018,Norway_2018,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
617,Norway,2019,Norway_2019,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
618,Norway,2020,Norway_2020,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
619,Norway,2021,Norway_2021,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
620,Norway,2022,Norway_2022,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.92,0.75,1.0,1.0,0.72,0.75,0.75,0.67,0.56,0.33,0.67,0.67
621,Poland,2000,Poland_2000,0.61,0.61,0.5,0.33,1.0,0.68,1.0,0.88,0.17,0.71,0.88,0.25,1.0,0.74,0.38,0.84,1.0,0.31,0.5,0.11,0.33
622,Poland,2001,Poland_2001,0.66,0.61,0.5,0.33,1.0,0.68,1.0,0.88,0.17,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.54,0.5,0.78,0.33
623,Poland,2002,Poland_2002,0.67,0.61,0.5,0.33,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.54,0.5,0.78,0.33
624,Poland,2003,Poland_2003,0.68,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.54,0.5,0.78,0.33
625,Poland,2004,Poland_2004,0.68,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.54,0.5,0.78,0.33
626,Poland,2005,Poland_2005,0.68,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.54,0.5,0.78,0.33
627,Poland,2006,Poland_2006,0.68,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.54,0.5,0.78,0.33
628,Poland,2007,Poland_2007,0.66,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
629,Poland,2008,Poland_2008,0.66,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
630,Poland,2009,Poland_2009,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
631,Poland,2010,Poland_2010,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
632,Poland,2011,Poland_2011,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
633,Poland,2012,Poland_2012,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
634,Poland,2013,Poland_2013,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
635,Poland,2014,Poland_2014,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
636,Poland,2015,Poland_2015,0.67,0.67,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
637,Poland,2016,Poland_2016,0.66,0.67,0.5,0.5,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.82,0.62,0.84,1.0,0.42,0.5,0.44,0.33
638,Poland,2017,Poland_2017,0.62,0.56,0.5,0.17,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.74,0.38,0.84,1.0,0.42,0.5,0.44,0.33
639,Poland,2018,Poland_2018,0.6,0.56,0.5,0.17,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.7,0.25,0.84,1.0,0.37,0.33,0.44,0.33
640,Poland,2019,Poland_2019,0.62,0.56,0.5,0.17,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.7,0.25,0.84,1.0,0.48,0.33,0.44,0.67
641,Poland,2020,Poland_2020,0.62,0.56,0.5,0.17,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.7,0.25,0.84,1.0,0.48,0.33,0.44,0.67
642,Poland,2021,Poland_2021,0.62,0.56,0.5,0.17,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.7,0.25,0.84,1.0,0.48,0.33,0.44,0.67
643,Poland,2022,Poland_2022,0.62,0.56,0.5,0.17,1.0,0.71,1.0,0.88,0.25,0.67,0.75,0.25,1.0,0.7,0.25,0.84,1.0,0.48,0.33,0.44,0.67
644,Portugal,2000,Portugal_2000,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
645,Portugal,2001,Portugal_2001,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
646,Portugal,2002,Portugal_2002,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
647,Portugal,2003,Portugal_2003,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
648,Portugal,2004,Portugal_2004,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
649,Portugal,2005,Portugal_2005,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
650,Portugal,2006,Portugal_2006,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
651,Portugal,2007,Portugal_2007,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
652,Portugal,2008,Portugal_2008,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
653,Portugal,2009,Portugal_2009,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
654,Portugal,2010,Portugal_2010,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
655,Portugal,2011,Portugal_2011,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
656,Portugal,2012,Portugal_2012,0.88,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.74,0.67,0.89,0.67
657,Portugal,2013,Portugal_2013,0.87,0.89,0.83,0.83,1.0,0.93,1.0,0.88,0.92,0.96,0.88,1.0,1.0,0.89,1.0,1.0,0.67,0.69,0.67,0.89,0.5
